,text,,,,,,,,,,,,,,,,,,,,Neutral,Label
226,I pre orderd this so long ago that the card I used expired Amazon sent me an email saying my payment was declined and I was outraged Until I saw the card date All sorted now here s hoping I was in time for delivery tomorrow,,,,,,,,,,,,,,,,,,,,0,0
227,Commission study on the Development of Cross border through parcel delivery has been published ranked 2 95 of highest performer Top 3 websites are BE com  twitter com U0QGVrtw3o,,,,,,,,,,,,,,,,,,,,1,1
228,How is it that com delivery can show me my package on a map and tell me how many stops away it is but all can tell me is that it will be here by 8pm You expect me to sit here for 11 hours because this package has to have a signature I HAVE A JOB,,,,,,,,,,,,,,,,,,,,1,1
229,Amazon you re shocking I am told by Laura in CS and via email and notification that I am to receive my delivery Friday The courier now says Monday And you are not interested in delivering when you say you will despite confirming CHANGED MY PLANS TO ACCOMMODATE THIS pic twitter com cd1bDGtCnA,,,,,,,,,,,,,,,,,,,,0,0
230,A delivery truck mistakenly brought an 86 inch TV to his house The cops took him to jail  Not buying his story I do most of my shopping thru Amazon keep track of everything So does he He s lying,,,,,,,,,,,,,,,,,,,,1,1
231,Instacart or Postmates subscription for a year Amazon prime if they don t have it Ninja blender juicer coffee maker Blue apron or some food delivery service,,,,,,,,,,,,,,,,,,,,N,1
232,Amazon now lets Prime customers schedule orders for the delivery day of their choice  and it s a total game changer AMZN pic twitter com xjDZcpE2Md,,,,,,,,,,,,,,,,,,,,0,0
233,docians Santorini Board Game 29 50 Delivery Free with Prime 49 Spend Amazon US via Amazon AU,,,,,,,,,,,,,,,,,,,,N,1
234,Amazon now lets Prime customers schedule orders for the delivery day of their choice  and it s a total game changer AMZN,,,,,,,,,,,,,,,,,,,,0,0
235,Amazon same day delivery ,,,,,,,,,,,,,,,,,,,,N,1
237,10 Things To Know Amazon now lets Prime customers schedule orders for the delivery day of their choice  and it s a total game changer AMZN,,,,,,,,,,,,,,,,,,,,0,0
239,Amazon now lets Prime customers schedule orders for the delivery day of their choice  and it s a total game changer AMZN johnangel1977,,,,,,,,,,,,,,,,,,,,0,0
240,Amazon now lets Prime customers schedule orders for the delivery day of their choice  and it s a total game changer  via,,,,,,,,,,,,,,,,,,,,0,0
241,Amazon now lets Prime customers schedule orders for the delivery day of their choice  and it s a total game changer AMZN pic twitter com wsWzBDF2C5,,,,,,,,,,,,,,,,,,,,0,0
242,Amazon now lets Prime customers schedule orders for the delivery day of their choice  and it s a total game changer AMZN twitter com MJhwHt5dCi,,,,,,,,,,,,,,,,,,,,0,0
244,Worst service after paying for the product they re not ready to gv the product even claiming that they ve delivered it but not ready to provide any details of it When ur delivery agent said that he didn t even pick the product from office but still not agreeing,,,,,,,,,,,,,,,,,,,,0,0
245,No I ve been told to wait 12 hours then 24 hours then 19 minutes and 52 seconds then another 12 hours Everyone just makes an excuse and gets off the line with me I had over a week to get an item Amazon guaranteed for 2 day delivery now I m screwed I misplaced my trust,,,,,,,,,,,,,,,,,,,,0,0
246,The Amazon Effect Series Cost Efficient Ways to Increase Supply Chain Velocity When Fast Delivery is the New Normal,,,,,,,,,,,,,,,,,,,,1,1
247,very bad delivery I was out of town The package was put into our milk basket And when I checked tracking it showed it was delivered to me How can you not call me when I m not in house Is this how you take care of delivery items ordered in Amazon,,,,,,,,,,,,,,,,,,,,0,0
248,We are on with free delivery on so pick up some healthy tasty Beef snacks High in protein gluten free and only 81 cals Pick yours up here twitter com 8mZGrJuVXc,,,,,,,,,,,,,,,,,,,,1,1
249,Optimus Prime 8TB Seagate Expansion Western Digital Desktop Hard Drive USB 3 0 217 57 Delivery Free with Prime Amazon US via AU,,,,,,,,,,,,,,,,,,,,1,1
250,KencoIL The Amazon Effect Series Cost Efficient Ways to Increase Supply Chain Velocity When Fast Delivery is the New Normal For supply chain leaders Amazon has created the standard for two day shipping putting pressure on the rest of the industry pic twitter com 3Gem7QQ26s,,,,,,,,,,,,,,,,,,,,1,1
251,Subscriptions are everywhere now and its hard to imagine how one could manage without the fast delivery of Amazon Prime near unlimited movie selection of Netflix or a curated collection of more than 130 top Mac apps on Setapp pic twitter com L49hEZm6XX,,,,,,,,,,,,,,,,,,,,1,1
252,Hi This is regarding my order 402 5691870 7378763 which has to be delivered today I received the message from Amazon with delivery agent number and to my surprise when I called him he said he doesn t have my package and some other would come to deliver your package,,,,,,,,,,,,,,,,,,,,0,0
253,Paytm is loosing their credibility now specially in terms of delivery It has very slow courier services Like Gati surface Sad to shop with paytm Amazon Flipkart are far better than this time consuming paytm Request public not to order anything from Paytm,,,,,,,,,,,,,,,,,,,,1,1
254,Two things one most Africans dont have proper home addresses but on the other hand Amazon lost money for years before it turned a profit Drone delivery could work,,,,,,,,,,,,,,,,,,,,1,1
255,When should we expect delivery of prebooked copies on Amazon,,,,,,,,,,,,,,,,,,,,N,1
256,Hi What is update on this shipment Delivery was supposed to happen yesterday on 16th and still i did not hear anything about it Tracking number 2839210000372 When can i expect delivery This is a product ordered through amazon and i am stuck,,,,,,,,,,,,,,,,,,,,N,1
257,Your delivery agent number is coming not reachable since morning dnt fool people by taking so much money and not deliver the item as expected,,,,,,,,,,,,,,,,,,,,1,1
258,Regarding Order No 5104018 6341158 After paying 17k for this item to amazon and guranteed delivery for today No attempt was made by your delivery agent to deliver it to the address I have been waiting for my order since morning,,,,,,,,,,,,,,,,,,,,N,1
259,Amazon delivery guy Sir where are you plz come near main gate His friend whispers Nikhil Yellidiyappa Both start laughing Me pic twitter com fQAxC9ZzY4,,,,,,,,,,,,,,,,,,,,1,1
260,B c over a yr ago Amazon Logistics was REMOVED as a delivery service option yet someone disregarded that so I had to cancel the order Then was given excuse after excuse then promised 20 credit for my troubles THAT I DID NOT RECEIVE,,,,,,,,,,,,,,,,,,,,0,0
261,Ok I understand then u shouldn t put a delivery date then continue to change it it s deceiving Also is this now the normal delivery time for Amazon a week or more I ask because your entire ad platform is become a prime member get free 2 day shipping when in reality it s longer,,,,,,,,,,,,,,,,,,,,1,1
262,Im not complaining and besides I already found the quicker delivery option as to the UK release But yh please use Amazon Global Store for earlier delivery in UK,,,,,,,,,,,,,,,,,,,,N,1
263,We were about to buy an artificial plant from for nearly 60 found the same plant on for 12 cheaper plus free delivery please shop around dont be ripped off,,,,,,,,,,,,,,,,,,,,0,0
264,why Amazon drivers Don t have patience they knock the door and leave within 7 sec and I had to wait until next day Training is necessary please work on delivery issue,,,,,,,,,,,,,,,,,,,,0,0
265,Easy delivery of food alcohol and digital content by Amazon will only strengthen that stay at home trend which will be a threat to your taproom model,,,,,,,,,,,,,,,,,,,,1,1
266,Farm Fresh Organic Spices at your door steps 100 Certified organic Direct From Farmers Free Home Delivery Grab the SPICEBAY deals today at Amazon Flipkart SPICEBAY A Brand By A R O M A T I C A ,,,,,,,,,,,,,,,,,,,,1,1
267,Hi sorry to hear about this Chris I can appreciate it can be frustrating waiting on a delivery Deliveries with Amazon Logistics can be anytime up til 9pm BZ,,,,,,,,,,,,,,,,,,,,0,0
268,Seems like they don t have any plan to deliver Such a bad delivery service from Delhivery ordered via twitter com 5lwZfR923D,,,,,,,,,,,,,,,,,,,,0,0
269,why does amazon offer you higher prices for stuff in the exact same condition and rating but longer delivery like who s going ah today i just feel like vastly overpaying and getting my shit even later,,,,,,,,,,,,,,,,,,,,1,1
270,This title is currently on special on Amazon the normal selling price is 18 The reason for the 10 15 working day delivery is that the book is not available through local suppliers and therefore has to be imported This also has an effect on the price,,,,,,,,,,,,,,,,,,,,1,1
271,batrarobin USB C to USB C 3A PD Cable 1M 4 94 5A 100W PD Cable 1M 9 09 2M 9 94 Xiaomi MousePad 13 69 Free Prime Delivery Amazon AU,,,,,,,,,,,,,,,,,,,,1,1
272,It really helps when guarantees 2 day delivery and the item shows up on the day 3 So helpful when I needed them BEFORE I left on my flight Thanks for nothing,,,,,,,,,,,,,,,,,,,,1,1
273,Just got an Amazon email about my NES Encyclopedia if you ve ordered it from there you ll get it too Now has a delivery estimate of 24 May 16 July That ll change again as they continue to process the stock so don t be upset if you see it you re going to get it much sooner,,,,,,,,,,,,,,,,,,,,1,1
274,Repost Streaming delivery and CD by ReikiOtowa and GroanCrow It is a pop album of techno and dance ,,,,,,,,,,,,,,,,,,,,N,1
275,When shopping on Amazon UK a lot of items say This item does not ship to Switzerland  But its only sometimes true To be sure you have to add to basket and proceed to checkout if the delivery address is accepted the item will ship,,,,,,,,,,,,,,,,,,,,1,1
276,RIP coffee grinder As annoying as it is you died in mid grind of my morning coffee ritual you were a good and loyal grinder for 8 years of almost daily use May your replacement be as good and available Amazon Same Day delivery,,,,,,,,,,,,,,,,,,,,1,1
277,My Amazon order of was due to be delivered by amazon by 8pm today This morning the order status changed to now say delivery Between May 7th and May 29th Any idea why this could be,,,,,,,,,,,,,,,,,,,,0,0
278,STAT Plus Amazon has hired an A list team to disrupt pharmacy services drug development distribution of medical supplies and the delivery of care,,,,,,,,,,,,,,,,,,,,N,1
279,Bit worrying when your Amazon package scheduled for delivery today isn t out for delivery by 11am,,,,,,,,,,,,,,,,,,,,N,1
280,Dear Amazon delivery guy plz hurry up with my bandages My knee is sad,,,,,,,,,,,,,,,,,,,,0,0
281,hey Katie any sign of the amazon delivery,,,,,,,,,,,,,,,,,,,,N,1
282,doweyy 3x Nivea Roll On Anti Perspirant Deodorants 3 98 1 32 Each Delivery Free with Prime 49 Spend Amazon AU,,,,,,,,,,,,,,,,,,,,1,1
283,Hi I am having issue with late package delivery and customer service is unable to track my package as well My package is already delayed for 2 days and i have shared a flight detail as a proof but no satisfied response from any of the team from Amazon India,,,,,,,,,,,,,,,,,,,,0,0
284,Im going to apologise to the Amazon delivery driver for there being no one around to take my parcel yesterday They work too hard as it is without prats like me stuffing up,,,,,,,,,,,,,,,,,,,,0,0
285,Your delivery agent took the package and without any information I am still getting the messages regarding delivery of 1 product and your telling me you will take 6 12 hours wow Stop fooling people and wasting their hard earned money,,,,,,,,,,,,,,,,,,,,0,0
286,Handling FBA returns CCT are a trusted partner for all your FBA logistics As well as helping clients deliver their cargo in to FBA Amazon CCT also caters for all post delivery and FBA returns requirements Find out more here twitter com MHjEXZv8qf,,,,,,,,,,,,,,,,,,,,1,1
287,An Indian firm with no foreign investment can exercise control over inventory thereby controlling pricing quality and speed of delivery  key elements for the success of any e commerce firm Reliance vs Amazon Flipkart ,,,,,,,,,,,,,,,,,,,,0,0
288,tracking details says that order is denied by customer But the delivery person didn t even call me Then i had a word with one of amazon s representative he said that you will definitively receive a product tomorrow Fake promises form Amazon s side Really disappointing pic twitter com ihTvEPeQa9,,,,,,,,,,,,,,,,,,,,0,0
289,Not at all impressed with Amazon attempting to delay my delivery of by two weeks And not having courtesy to let me know until this morning Cancelled order PlayStation Store awaits,,,,,,,,,,,,,,,,,,,,1,1
290,Amazon Brilliant All they need is for you to have the product and original packaging Pick up from your delivery address at a time of your choosing And all done online,,,,,,,,,,,,,,,,,,,,1,1
291,Mine is dispatching now from amazon but the date has not changed so they better get it to me today as Ive paid for it as expected delivery,,,,,,,,,,,,,,,,,,,,1,1
292,Care to predict the date of the 1st air crash between a flying car texting applying makeup and an Amazon delivery drone sticker on back says my other vehicle is a white Transit Econoline ,,,,,,,,,,,,,,,,,,,,0,0
293,team amazon delivery agent is asking money to deliver my package and threatening me to send my parcel back to fulfillment center please check your delivery team in Hissar haryana pin code 125001 i hv heard the person has sent more than 500 parcel RTO,,,,,,,,,,,,,,,,,,,,1,1
